video_id,frame_id,pelvis_x,pelvis_y
left_facing_6,28,623,499
left_facing_6,34,642,442
left_facing_6,39,667,398
left_facing_6,45,690,376
left_facing_6,50,693,371
left_facing_6,67,693,371
left_facing_6,73,674,404
left_facing_6,78,680,397
left_facing_6,84,655,429
left_facing_6,89,636,477
left_facing_6,95,635,501
left_facing_6,100,632,509
left_facing_6,106,645,469
left_facing_6,111,669,424
left_facing_6,117,686,391
left_facing_6,123,697,373
left_facing_7,5,657,385
left_facing_7,10,655,402
left_facing_7,16,631,461
left_facing_7,22,612,528
left_facing_7,27,608,546
left_facing_7,33,608,528
left_facing_7,39,620,488
left_facing_7,44,638,444
left_facing_7,50,651,403
left_facing_7,60,654,396
left_facing_7,66,646,407
left_facing_7,71,630,453
left_facing_7,77,628,453
left_facing_7,83,611,506
left_facing_7,88,604,543
left_facing_7,94,607,532
left_facing_7,100,619,500
left_facing_7,105,640,445
left_facing_7,111,650,424
left_facing_7,117,657,406
left_facing_7,123,657,406
left_facing_8,1,657,406
left_facing_8,7,640,435
left_facing_8,13,617,487
left_facing_8,19,603,534
left_facing_8,25,601,539
left_facing_8,31,610,505
left_facing_8,37,622,459
left_facing_8,43,641,428
left_facing_8,49,645,408
left_facing_8,55,646,404
left_facing_8,61,645,410
left_facing_8,67,629,451
left_facing_8,73,604,529
left_facing_8,79,597,546
left_facing_8,85,598,546
left_facing_8,91,605,512
left_facing_8,97,600,523
left_facing_8,103,617,474
left_facing_8,109,641,426
left_facing_8,115,647,408
left_facing_8,122,648,403
left_facing_9,1,701,338
left_facing_9,5,701,348
left_facing_9,10,683,400
left_facing_9,15,638,485
left_facing_9,19,623,519
left_facing_9,24,619,517
left_facing_9,29,633,477
left_facing_9,33,633,477
left_facing_9,38,648,427
left_facing_9,43,665,389
left_facing_9,47,669,379
left_facing_9,52,660,396
left_facing_9,57,632,452
left_facing_9,61,627,450
left_facing_9,66,610,513
left_facing_9,71,599,535
left_facing_9,75,599,528
left_facing_9,80,614,482
left_facing_9,85,633,431
left_facing_9,89,633,431
left_facing_9,94,645,398
left_facing_9,99,652,386
left_facing_9,104,651,398
left_facing_10,1,738,318
left_facing_10,7,721,336
left_facing_10,13,671,394
left_facing_10,19,635,454
left_facing_10,25,618,486
left_facing_10,31,623,471
left_facing_10,37,647,418
left_facing_10,43,676,384
left_facing_10,49,707,345
left_facing_10,55,705,347
left_facing_10,61,706,347
left_facing_10,68,702,361
left_facing_10,74,658,418
left_facing_10,80,634,468
left_facing_10,86,616,493
left_facing_10,92,629,473
left_facing_10,98,652,422
left_facing_10,104,648,429
left_facing_10,110,673,380
left_facing_10,116,694,332
left_facing_10,122,697,329
left_facing_10,129,699,335
left_facing_11,1,686,335
left_facing_11,5,683,346
left_facing_11,10,681,356
left_facing_11,15,674,378
left_facing_11,20,661,412
left_facing_11,25,648,433
left_facing_11,30,644,463
left_facing_11,35,644,463
left_facing_11,40,650,462
left_facing_11,45,652,426
left_facing_11,50,673,371
left_facing_11,55,678,348
left_facing_11,60,680,346
left_facing_11,65,669,375
left_facing_11,70,663,407
left_facing_11,75,662,406
left_facing_11,80,653,446
left_facing_11,85,649,465
left_facing_11,90,649,461
left_facing_11,95,658,415
left_facing_11,100,673,365
left_facing_11,105,680,348
left_facing_11,110,683,348
left_facing_12,1,722,319
left_facing_12,7,712,370
left_facing_12,13,684,550
left_facing_12,19,683,556
left_facing_12,25,708,398
left_facing_12,32,737,325
left_facing_12,38,714,425
left_facing_12,44,694,535
left_facing_12,50,694,529
left_facing_12,56,712,356
left_facing_12,63,722,318
left_facing_12,69,693,457
left_facing_12,75,697,456
left_facing_12,81,680,553
left_facing_12,87,682,504
left_facing_12,94,706,342
left_facing_12,100,731,323
left_facing_12,106,700,443
left_facing_12,112,674,548
left_facing_12,118,689,515
left_facing_12,125,715,333
left_facing_13,20,567,362
left_facing_13,25,560,362
left_facing_13,31,557,367
left_facing_13,36,550,385
left_facing_13,42,516,463
left_facing_13,47,500,501
left_facing_13,53,501,502
left_facing_13,59,512,453
left_facing_13,64,544,378
left_facing_13,75,557,359
left_facing_13,82,562,354
left_facing_13,88,560,356
left_facing_13,93,551,383
left_facing_13,99,523,443
left_facing_13,105,510,478
left_facing_13,110,503,513
left_facing_13,116,513,465
left_facing_13,121,538,413
left_facing_13,127,556,378
left_facing_13,132,559,374
left_facing_13,138,563,368
left_facing_13,144,557,380
left_facing_14,4,573,339
left_facing_14,10,567,352
left_facing_14,16,558,377
left_facing_14,22,547,401
left_facing_14,28,537,427
left_facing_14,35,530,446
left_facing_14,41,528,463
left_facing_14,47,528,473
left_facing_14,53,525,482
left_facing_14,60,523,487
left_facing_14,66,523,487
left_facing_14,72,523,487
left_facing_14,78,523,487
left_facing_14,85,521,467
left_facing_14,91,540,430
left_facing_14,97,558,373
left_facing_14,103,563,357
left_facing_14,110,558,359
left_facing_14,116,557,367
left_facing_14,122,557,367
left_facing_14,128,554,373
left_facing_14,135,553,379
left_facing_15,1,638,389
left_facing_15,3,622,409
left_facing_15,6,607,434
left_facing_15,9,592,467
left_facing_15,12,589,489
left_facing_15,15,582,510
left_facing_15,17,580,513
left_facing_15,20,576,528
left_facing_15,23,575,534
left_facing_15,26,574,544
left_facing_15,29,572,552
left_facing_15,32,572,552
left_facing_15,34,567,557
left_facing_15,37,567,555
left_facing_15,40,571,533
left_facing_15,43,581,486
left_facing_15,46,589,442
left_facing_15,49,585,444
left_facing_15,51,599,411
left_facing_15,54,608,398
left_facing_15,57,613,395
left_facing_15,60,613,395
left_facing_15,63,613,395
left_facing_15,66,613,395
left_facing_16,4,633,240
left_facing_16,10,618,276
left_facing_16,17,585,360
left_facing_16,23,566,432
left_facing_16,30,562,462
left_facing_16,36,561,465
left_facing_16,43,573,389
left_facing_16,50,595,301
left_facing_16,56,605,287
left_facing_16,63,606,306
left_facing_16,69,606,299
left_facing_16,76,599,317
left_facing_16,82,566,410
left_facing_16,89,553,451
left_facing_16,96,551,461
left_facing_16,102,551,463
left_facing_16,109,562,401
left_facing_16,115,588,315
left_facing_16,122,606,286
left_facing_16,128,609,283
left_facing_16,135,612,280
left_facing_16,142,595,304
left_facing_17,1,696,418
left_facing_17,10,677,456
left_facing_17,20,653,520
left_facing_17,30,648,544
left_facing_17,40,648,533
left_facing_17,49,652,513
left_facing_17,59,652,495
left_facing_17,69,652,493
left_facing_17,79,645,501
left_facing_17,88,652,502
left_facing_17,98,654,502
left_facing_17,108,652,494
left_facing_17,118,658,493
left_facing_17,127,661,489
left_facing_17,137,661,489
left_facing_17,147,661,486
left_facing_17,157,669,483
left_facing_17,166,673,469
left_facing_17,176,673,457
left_facing_17,186,675,447
left_facing_17,196,683,420
left_facing_18,13,586,376
left_facing_18,17,586,380
left_facing_18,21,582,382
left_facing_18,26,576,388
left_facing_18,30,573,389
left_facing_18,34,569,398
left_facing_18,39,562,410
left_facing_18,43,556,420
left_facing_18,47,555,427
left_facing_18,52,557,418
left_facing_18,56,569,398
left_facing_18,60,576,379
left_facing_18,65,581,387
left_facing_18,69,575,407
left_facing_18,73,573,420
left_facing_18,78,567,430
left_facing_18,82,576,418
left_facing_18,86,581,396
left_facing_18,91,593,380
left_facing_18,95,595,370
left_facing_18,100,598,365
left_facing_19,1,689,341
left_facing_19,5,681,351
left_facing_19,10,672,368
left_facing_19,15,658,399
left_facing_19,20,640,433
left_facing_19,25,626,456
left_facing_19,30,621,470
left_facing_19,35,633,440
left_facing_19,40,647,396
left_facing_19,45,653,385
left_facing_19,50,661,356
left_facing_19,55,671,353
left_facing_19,60,670,369
left_facing_19,65,656,407
left_facing_19,70,646,435
left_facing_19,75,633,461
left_facing_19,80,629,470
left_facing_19,85,629,485
left_facing_19,90,629,478
left_facing_19,95,647,429
left_facing_19,100,655,383
left_facing_19,105,658,366
left_facing_20,1,738,224
left_facing_20,8,707,272
left_facing_20,15,673,365
left_facing_20,22,673,373
left_facing_20,29,698,288
left_facing_20,36,727,237
left_facing_20,43,684,302
left_facing_20,50,674,376
left_facing_20,57,675,357
left_facing_20,64,702,269
left_facing_20,71,705,260
left_facing_20,78,732,229
left_facing_20,85,692,320
left_facing_20,92,649,399
left_facing_20,99,679,364
left_facing_20,106,720,258
left_facing_20,113,730,230
left_facing_20,120,694,313
left_facing_20,127,660,386
left_facing_20,134,660,388
left_facing_20,141,670,367
left_facing_20,149,705,274
left_facing_21,12,783,210
left_facing_21,21,777,216
left_facing_21,27,760,233
left_facing_21,34,738,251
left_facing_21,40,715,276
left_facing_21,46,699,290
left_facing_21,53,692,309
left_facing_21,59,688,332
left_facing_21,66,682,349
left_facing_21,72,685,366
left_facing_21,78,679,367
left_facing_21,85,684,374
left_facing_21,91,680,381
left_facing_21,97,678,386
left_facing_21,104,676,383
left_facing_21,110,691,343
left_facing_21,117,713,303
left_facing_21,123,735,266
left_facing_21,129,747,235
left_facing_21,136,750,220
left_facing_21,142,753,215
left_facing_21,149,756,213
left_facing_22,5,605,351
left_facing_22,9,598,362
left_facing_22,14,593,376
left_facing_22,19,590,391
left_facing_22,24,590,408
left_facing_22,28,590,433
left_facing_22,33,588,447
left_facing_22,38,580,473
left_facing_22,43,580,487
left_facing_22,47,581,490
left_facing_22,52,594,505
left_facing_22,57,598,510
left_facing_22,62,610,504
left_facing_22,66,606,477
left_facing_22,71,623,437
left_facing_22,76,638,392
left_facing_22,81,651,358
left_facing_22,85,670,342
left_facing_22,90,678,335
left_facing_22,95,693,330
left_facing_22,100,686,330
left_facing_23,7,694,360
left_facing_23,11,686,358
left_facing_23,16,669,380
left_facing_23,21,656,392
left_facing_23,25,654,414
left_facing_23,30,648,446
left_facing_23,35,653,441
left_facing_23,39,646,474
left_facing_23,44,637,511
left_facing_23,49,638,528
left_facing_23,53,640,529
left_facing_23,58,646,536
left_facing_23,63,645,531
left_facing_23,68,655,541
left_facing_23,72,652,562
left_facing_23,77,652,560
left_facing_23,82,656,529
left_facing_23,86,652,486
left_facing_23,91,649,484
left_facing_23,96,656,451
left_facing_23,100,667,418
left_facing_23,105,716,404
left_facing_23,110,743,402
left_facing_23,115,747,403
left_facing_24,1,822,436
left_facing_24,5,815,453
left_facing_24,9,809,484
left_facing_24,13,810,510
left_facing_24,17,800,538
left_facing_24,21,800,556
left_facing_24,25,806,572
left_facing_24,29,807,576
left_facing_24,33,807,579
left_facing_24,37,807,583
left_facing_24,41,801,588
left_facing_24,45,797,587
left_facing_24,49,796,586
left_facing_24,53,799,590
left_facing_24,57,798,593
left_facing_24,61,799,588
left_facing_24,65,804,568
left_facing_24,69,805,544
left_facing_24,73,813,506
left_facing_24,77,825,486
left_facing_24,81,835,476
left_facing_24,85,841,463
left_facing_24,90,872,495
left_facing_25,1,682,407
left_facing_25,6,676,415
left_facing_25,11,657,457
left_facing_25,16,644,517
left_facing_25,21,646,545
left_facing_25,26,637,559
left_facing_25,31,632,564
left_facing_25,36,627,557
left_facing_25,41,630,524
left_facing_25,46,628,523
left_facing_25,51,625,478
left_facing_25,56,623,437
left_facing_25,61,629,419
left_facing_25,66,628,419
left_facing_25,71,626,424
left_facing_25,76,620,436
left_facing_25,81,601,478
left_facing_25,86,591,510
left_facing_25,91,579,519
left_facing_25,96,572,541
left_facing_25,101,570,551
left_facing_25,106,565,551
right_facing_1,1,543,343
right_facing_1,5,543,372
right_facing_1,9,545,390
right_facing_1,13,545,411
right_facing_1,17,546,423
right_facing_1,21,548,431
right_facing_1,26,548,438
right_facing_1,30,548,440
right_facing_1,34,548,445
right_facing_1,38,549,447
right_facing_1,42,549,454
right_facing_1,46,553,460
right_facing_1,50,553,462
right_facing_1,54,553,467
right_facing_1,58,557,477
right_facing_1,62,557,477
right_facing_1,66,557,477
right_facing_1,70,557,477
right_facing_1,74,558,481
right_facing_1,78,557,486
right_facing_1,82,552,491
right_facing_2,9,585,384
right_facing_2,14,587,391
right_facing_2,19,592,400
right_facing_2,25,611,451
right_facing_2,30,618,503
right_facing_2,36,626,525
right_facing_2,41,634,514
right_facing_2,47,627,453
right_facing_2,52,617,430
right_facing_2,57,603,410
right_facing_2,63,609,411
right_facing_2,73,600,409
right_facing_2,79,600,400
right_facing_2,84,600,402
right_facing_2,90,610,448
right_facing_2,95,638,500
right_facing_2,100,653,528
right_facing_2,106,651,526
right_facing_2,111,646,484
right_facing_2,117,640,472
right_facing_2,122,623,446
right_facing_2,128,614,417
right_facing_3,12,603,390
right_facing_3,15,599,400
right_facing_3,18,594,393
right_facing_3,21,600,395
right_facing_3,25,604,410
right_facing_3,28,620,434
right_facing_3,31,626,459
right_facing_3,34,637,488
right_facing_3,38,649,519
right_facing_3,41,653,536
right_facing_3,44,654,524
right_facing_3,47,648,492
right_facing_3,51,645,473
right_facing_3,54,637,444
right_facing_3,57,625,428
right_facing_3,60,620,408
right_facing_3,64,607,393
right_facing_3,67,606,386
right_facing_3,70,602,384
right_facing_3,74,604,384
right_facing_4,7,594,402
right_facing_4,12,594,410
right_facing_4,18,602,417
right_facing_4,24,617,459
right_facing_4,30,636,519
right_facing_4,36,647,542
right_facing_4,42,647,532
right_facing_4,48,632,479
right_facing_4,54,633,469
right_facing_4,60,618,445
right_facing_4,66,608,419
right_facing_4,71,601,414
right_facing_4,77,603,422
right_facing_4,83,605,435
right_facing_4,89,613,455
right_facing_4,95,633,508
right_facing_4,101,633,511
right_facing_4,107,634,522
right_facing_4,113,636,520
right_facing_4,119,621,473
right_facing_4,125,614,448
right_facing_4,131,601,421
right_facing_5,11,596,411
right_facing_5,13,590,404
right_facing_5,15,591,404
right_facing_5,18,593,407
right_facing_5,20,603,427
right_facing_5,23,603,438
right_facing_5,25,607,455
right_facing_5,28,631,489
right_facing_5,30,639,512
right_facing_5,33,639,520
right_facing_5,35,643,530
right_facing_5,38,652,537
right_facing_5,40,645,530
right_facing_5,42,640,495
right_facing_5,45,637,497
right_facing_5,47,625,466
right_facing_5,50,611,446
right_facing_5,52,609,432
right_facing_5,55,607,430
right_facing_5,57,600,419
right_facing_5,60,581,403
right_facing_5,62,585,403
right_facing_5,65,585,403
right_facing_5,67,586,403
right_facing_5,70,586,403
right_facing_6,1,575,382
right_facing_6,6,611,437
right_facing_6,12,634,482
right_facing_6,17,651,513
right_facing_6,23,651,518
right_facing_6,28,647,492
right_facing_6,34,627,452
right_facing_6,39,605,420
right_facing_6,45,602,404
right_facing_6,50,606,397
right_facing_6,67,606,397
right_facing_6,73,610,424
right_facing_6,78,612,424
right_facing_6,84,627,449
right_facing_6,89,650,492
right_facing_6,95,656,515
right_facing_6,100,656,526
right_facing_6,106,652,501
right_facing_6,111,637,459
right_facing_6,117,625,424
right_facing_6,123,605,400
right_facing_7,5,632,405
right_facing_7,10,643,427
right_facing_7,16,658,468
right_facing_7,22,674,523
right_facing_7,28,682,554
right_facing_7,33,681,543
right_facing_7,39,670,513
right_facing_7,45,661,459
right_facing_7,51,644,437
right_facing_7,60,638,424
right_facing_7,66,653,438
right_facing_7,72,662,473
right_facing_7,78,658,485
right_facing_7,83,678,529
right_facing_7,89,688,567
right_facing_7,95,684,552
right_facing_7,101,678,523
right_facing_7,106,663,483
right_facing_7,112,653,456
right_facing_7,118,650,440
right_facing_7,124,647,437
right_facing_8,1,646,438
right_facing_8,7,656,456
right_facing_8,13,677,512
right_facing_8,19,685,545
right_facing_8,25,685,547
right_facing_8,31,678,534
right_facing_8,37,669,489
right_facing_8,43,650,449
right_facing_8,49,647,422
right_facing_8,55,642,420
right_facing_8,61,643,437
right_facing_8,67,666,484
right_facing_8,73,685,534
right_facing_8,79,688,557
right_facing_8,85,688,560
right_facing_8,91,686,538
right_facing_8,97,685,524
right_facing_8,103,673,497
right_facing_8,109,652,449
right_facing_8,115,640,434
right_facing_8,121,639,432
right_facing_9,7,609,363
right_facing_9,11,608,374
right_facing_9,16,619,421
right_facing_9,21,644,488
right_facing_9,26,655,525
right_facing_9,30,661,530
right_facing_9,35,652,501
right_facing_9,40,652,494
right_facing_9,45,636,449
right_facing_9,49,631,425
right_facing_9,54,631,415
right_facing_9,59,633,430
right_facing_9,64,648,466
right_facing_9,69,651,479
right_facing_9,73,673,517
right_facing_9,78,686,541
right_facing_9,83,684,529
right_facing_9,88,672,497
right_facing_9,92,656,461
right_facing_9,97,656,457
right_facing_9,102,643,426
right_facing_9,107,639,415
right_facing_9,112,638,423
right_facing_10,1,568,345
right_facing_10,6,579,362
right_facing_10,11,604,416
right_facing_10,16,646,482
right_facing_10,21,665,515
right_facing_10,27,653,490
right_facing_10,32,638,449
right_facing_10,37,619,412
right_facing_10,42,595,379
right_facing_10,48,598,386
right_facing_10,53,591,389
right_facing_10,69,597,403
right_facing_10,74,621,453
right_facing_10,80,654,510
right_facing_10,85,662,527
right_facing_10,90,662,514
right_facing_10,95,646,467
right_facing_10,101,647,467
right_facing_10,106,624,421
right_facing_10,111,613,383
right_facing_10,116,596,368
right_facing_10,122,596,368
right_facing_11,7,603,354
right_facing_11,11,609,366
right_facing_11,16,608,374
right_facing_11,21,617,398
right_facing_11,25,623,427
right_facing_11,30,631,449
right_facing_11,35,633,461
right_facing_11,39,633,463
right_facing_11,44,633,463
right_facing_11,49,633,436
right_facing_11,53,625,386
right_facing_11,58,618,357
right_facing_11,63,618,347
right_facing_11,67,628,373
right_facing_11,72,633,402
right_facing_11,77,633,414
right_facing_11,81,635,429
right_facing_11,86,641,448
right_facing_11,91,641,450
right_facing_11,95,639,417
right_facing_11,100,633,385
right_facing_11,105,628,362
right_facing_11,110,623,350
right_facing_12,1,571,324
right_facing_12,7,571,361
right_facing_12,13,594,506
right_facing_12,19,596,515
right_facing_12,25,592,394
right_facing_12,32,567,317
right_facing_12,38,581,388
right_facing_12,44,587,502
right_facing_12,50,587,490
right_facing_12,56,582,361
right_facing_12,63,574,318
right_facing_12,69,583,402
right_facing_12,75,593,417
right_facing_12,81,597,503
right_facing_12,87,598,480
right_facing_12,94,582,350
right_facing_12,100,579,324
right_facing_12,106,582,406
right_facing_12,112,588,509
right_facing_12,118,584,484
right_facing_12,125,573,355
right_facing_13,20,698,363
right_facing_13,25,695,361
right_facing_13,31,699,367
right_facing_13,37,712,397
right_facing_13,43,754,455
right_facing_13,49,780,500
right_facing_13,55,775,495
right_facing_13,61,762,449
right_facing_13,67,744,398
right_facing_13,73,721,360
right_facing_13,79,726,368
right_facing_13,84,719,363
right_facing_13,90,728,380
right_facing_13,96,759,445
right_facing_13,102,773,477
right_facing_13,108,783,505
right_facing_13,114,776,484
right_facing_13,120,761,425
right_facing_13,126,741,386
right_facing_13,132,734,377
right_facing_13,138,717,366
right_facing_13,144,724,380
right_facing_14,1,696,348
right_facing_14,7,697,363
right_facing_14,13,708,376
right_facing_14,19,715,395
right_facing_14,25,725,421
right_facing_14,31,731,441
right_facing_14,37,744,464
right_facing_14,44,744,470
right_facing_14,50,744,481
right_facing_14,56,745,486
right_facing_14,62,745,484
right_facing_14,68,742,480
right_facing_14,74,741,478
right_facing_14,80,745,470
right_facing_14,87,736,432
right_facing_14,93,725,383
right_facing_14,99,723,357
right_facing_14,105,723,357
right_facing_14,111,722,372
right_facing_14,117,722,372
right_facing_14,123,722,372
right_facing_14,130,722,372
right_facing_15,1,626,383
right_facing_15,3,656,404
right_facing_15,6,667,429
right_facing_15,9,675,461
right_facing_15,12,680,478
right_facing_15,15,686,495
right_facing_15,18,688,495
right_facing_15,21,688,509
right_facing_15,24,690,518
right_facing_15,27,689,525
right_facing_15,30,689,535
right_facing_15,33,689,529
right_facing_15,35,689,538
right_facing_15,38,689,534
right_facing_15,41,685,512
right_facing_15,44,683,478
right_facing_15,47,674,428
right_facing_15,50,671,438
right_facing_15,53,666,400
right_facing_15,56,659,386
right_facing_15,59,654,386
right_facing_15,62,649,392
right_facing_15,65,649,389
right_facing_15,68,650,396
right_facing_16,1,647,234
right_facing_16,7,667,275
right_facing_16,13,702,367
right_facing_16,20,720,437
right_facing_16,26,729,461
right_facing_16,33,731,461
right_facing_16,39,717,376
right_facing_16,46,696,297
right_facing_16,52,684,289
right_facing_16,59,686,304
right_facing_16,65,687,300
right_facing_16,72,690,310
right_facing_16,78,719,395
right_facing_16,85,724,438
right_facing_16,91,733,455
right_facing_16,98,733,457
right_facing_16,104,723,379
right_facing_16,111,692,297
right_facing_16,117,682,269
right_facing_16,124,681,268
right_facing_16,130,681,268
right_facing_16,137,709,301
right_facing_17,1,558,418
right_facing_17,11,584,457
right_facing_17,21,601,513
right_facing_17,32,605,544
right_facing_17,42,605,531
right_facing_17,52,601,513
right_facing_17,63,601,501
right_facing_17,73,601,492
right_facing_17,83,601,501
right_facing_17,94,602,498
right_facing_17,104,602,493
right_facing_17,114,594,490
right_facing_17,125,594,498
right_facing_17,135,594,488
right_facing_17,145,588,487
right_facing_17,156,587,478
right_facing_17,166,586,476
right_facing_17,176,586,469
right_facing_17,187,586,453
right_facing_17,197,584,448
right_facing_17,208,578,437
right_facing_18,10,673,373
right_facing_18,14,678,372
right_facing_18,19,686,372
right_facing_18,23,690,372
right_facing_18,28,691,376
right_facing_18,32,691,383
right_facing_18,37,696,407
right_facing_18,41,700,425
right_facing_18,46,700,426
right_facing_18,50,698,406
right_facing_18,55,695,388
right_facing_18,59,692,372
right_facing_18,64,687,384
right_facing_18,68,689,406
right_facing_18,73,691,432
right_facing_18,77,694,442
right_facing_18,82,692,432
right_facing_18,86,689,401
right_facing_18,91,686,382
right_facing_18,95,684,368
right_facing_18,100,681,367
right_facing_19,6,599,337
right_facing_19,10,601,349
right_facing_19,15,614,376
right_facing_19,20,628,407
right_facing_19,25,636,445
right_facing_19,30,639,467
right_facing_19,34,640,474
right_facing_19,39,642,463
right_facing_19,44,635,415
right_facing_19,49,631,389
right_facing_19,54,624,362
right_facing_19,58,621,353
right_facing_19,63,620,366
right_facing_19,68,634,409
right_facing_19,73,641,446
right_facing_19,78,646,481
right_facing_19,82,645,492
right_facing_19,87,645,486
right_facing_19,92,645,464
right_facing_19,97,642,433
right_facing_19,102,634,386
right_facing_19,107,634,362
right_facing_20,1,516,215
right_facing_20,8,549,297
right_facing_20,15,564,357
right_facing_20,22,571,385
right_facing_20,29,573,353
right_facing_20,36,547,258
right_facing_20,43,575,315
right_facing_20,50,598,383
right_facing_20,57,589,367
right_facing_20,64,554,268
right_facing_20,71,554,298
right_facing_20,78,542,247
right_facing_20,85,585,315
right_facing_20,92,602,392
right_facing_20,99,585,354
right_facing_20,106,558,271
right_facing_20,113,546,232
right_facing_20,120,579,308
right_facing_20,127,616,385
right_facing_20,134,613,391
right_facing_20,141,602,359
right_facing_20,149,547,252
right_facing_21,11,500,196
right_facing_21,17,476,201
right_facing_21,24,503,211
right_facing_21,30,530,249
right_facing_21,37,551,270
right_facing_21,43,571,301
right_facing_21,50,582,320
right_facing_21,57,586,330
right_facing_21,63,596,357
right_facing_21,70,601,372
right_facing_21,76,601,369
right_facing_21,83,603,373
right_facing_21,89,611,386
right_facing_21,96,608,388
right_facing_21,103,600,366
right_facing_21,109,589,326
right_facing_21,116,579,290
right_facing_21,122,561,251
right_facing_21,129,537,216
right_facing_21,135,537,216
right_facing_21,142,523,188
right_facing_21,149,516,179
right_facing_22,1,682,350
right_facing_22,5,685,359
right_facing_22,10,687,370
right_facing_22,15,685,386
right_facing_22,20,684,423
right_facing_22,25,688,441
right_facing_22,30,692,459
right_facing_22,35,697,479
right_facing_22,40,696,489
right_facing_22,45,687,492
right_facing_22,50,682,498
right_facing_22,55,679,490
right_facing_22,60,667,490
right_facing_22,65,666,474
right_facing_22,70,664,431
right_facing_22,75,648,397
right_facing_22,80,626,359
right_facing_22,85,618,341
right_facing_22,90,602,334
right_facing_22,95,599,338
right_facing_22,100,598,341
right_facing_23,1,585,356
right_facing_23,5,593,372
right_facing_23,10,612,383
right_facing_23,15,614,399
right_facing_23,20,624,422
right_facing_23,25,628,456
right_facing_23,30,632,463
right_facing_23,35,630,483
right_facing_23,40,632,517
right_facing_23,45,631,542
right_facing_23,50,624,550
right_facing_23,55,621,555
right_facing_23,60,621,562
right_facing_23,65,620,559
right_facing_23,70,617,570
right_facing_23,75,622,577
right_facing_23,80,629,539
right_facing_23,85,632,484
right_facing_23,90,633,497
right_facing_23,95,633,453
right_facing_23,100,631,421
right_facing_23,105,563,401
right_facing_23,110,523,407
right_facing_23,115,509,410
right_facing_24,1,466,442
right_facing_24,5,460,448
right_facing_24,9,467,480
right_facing_24,13,477,517
right_facing_24,17,480,539
right_facing_24,21,480,554
right_facing_24,25,480,567
right_facing_24,29,475,574
right_facing_24,33,475,579
right_facing_24,37,480,571
right_facing_24,41,480,571
right_facing_24,45,485,563
right_facing_24,49,484,574
right_facing_24,53,484,584
right_facing_24,57,483,598
right_facing_24,61,483,574
right_facing_24,65,483,560
right_facing_24,69,481,538
