video_id,frame_id,Pelvis_x,Pelvis_y,Pelvis_z,RHip_x,RHip_y,RHip_z,RKnee_x,RKnee_y,RKnee_z,RAnkle_x,RAnkle_y,RAnkle_z,LHip_x,LHip_y,LHip_z,LKnee_x,LKnee_y,LKnee_z,LAnkle_x,LAnkle_y,LAnkle_z,Spine1_x,Spine1_y,Spine1_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Site_x,Site_y,Site_z,LShoulder_x,LShoulder_y,LShoulder_z,LElbow_x,LElbow_y,LElbow_z,LWrist_x,LWrist_y,LWrist_z,RShoulder_x,RShoulder_y,RShoulder_z,RElbow_x,RElbow_y,RElbow_z,RWrist_x,RWrist_y,RWrist_z,rep_count,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,hip_spine_angle,left_knee_angle,right_knee_angle,spine_alignment,head_neck_spine_angle,state
video_1,10,0.003111733,-0.004589515,0.784850836,0.184542313,0.044527899,0.779741883,0.091468073,-0.222365826,0.612447798,0.088483669,0.107712254,0.532601476,-0.184541285,-0.044527631,0.790759146,-0.10997434,-0.236907974,0.590333939,-0.106705308,0.01317279,0.589856565,-0.050450452,-0.13229984,0.980262876,-0.057621192,-0.197738767,0.975798965,-0.164772958,-0.059121422,0.920585811,-0.150568068,0.06448026,0,-0.364382744,-0.230872035,1.02247417,-0.567405939,-0.299513906,0.796126008,-0.623961329,-0.338707775,0.32586062,0.241457209,-0.243821278,1.055589914,0.463685483,-0.259710252,0.822941363,0.556523383,-0.418063104,0.471113533,3,144.5045306,145.2255346,126.1138446,118.3184314,112.1626852,48.39198254,48.12378229,119.8635194,112.2373849,2
video_1,11,0.003058593,-0.004500933,0.784985602,0.183677882,0.041670132,0.778073668,0.081710733,-0.244642198,0.608570397,0.065596886,0.040193513,0.472101867,-0.183676869,-0.041669864,0.792677045,-0.115114465,-0.236392751,0.592635095,-0.10045217,0.016795203,0.582271516,-0.049480159,-0.133013517,0.976291597,-0.052546859,-0.199999332,0.970763206,-0.155008286,-0.061275549,0.916912079,-0.142551079,0.059305653,0,-0.358051807,-0.23537001,1.016328931,-0.560109556,-0.301864475,0.794030964,-0.613128722,-0.342042238,0.325482607,0.245163307,-0.244991988,1.050043941,0.469276398,-0.257834733,0.818400264,0.557823062,-0.414564133,0.472323418,3,143.8283525,144.1734338,126.7175236,118.8513554,112.3174052,50.6913141,58.942603,119.006199,116.0155567,2
video_1,12,0.003009724,-0.004387423,0.769946098,0.181782112,0.041582968,0.763772845,0.067153707,-0.241936505,0.601900578,-0.015176924,0.041543275,0.459572077,-0.181781113,-0.041582678,0.776857495,-0.11322245,-0.235160157,0.572958887,-0.096013419,0.016952083,0.570519567,-0.050954945,-0.131228417,0.962107956,-0.057060838,-0.195988506,0.956341624,-0.163351879,-0.057999246,0.905844688,-0.147904083,0.064543754,0,-0.361842602,-0.231024563,1.00236392,-0.564430177,-0.300299019,0.786713719,-0.609156251,-0.340555221,0.326027334,0.241107926,-0.241786167,1.035446882,0.470566481,-0.256457686,0.807602823,0.549284816,-0.413713068,0.471901298,3,141.961663,142.1444263,127.7563139,120.0065143,112.4289309,49.87964589,65.01485203,118.7822442,113.1303225,2
video_1,13,0.003022793,-0.004273992,0.817387879,0.175502464,0.047792222,0.814017773,0.073834538,-0.233514905,0.678443909,-0.09425696,0.052050158,0.564760804,-0.175501615,-0.047792722,0.821546435,-0.093687706,-0.241473302,0.646050751,-0.055277593,0.014887825,0.662088215,-0.049990036,-0.132135734,1.009586573,-0.046307698,-0.192429751,1.015339613,-0.149148315,-0.037696309,0.943611085,-0.109172806,0.067522734,0,-0.352200001,-0.244966179,1.058139801,-0.547402382,-0.303472102,0.842149436,-0.580764115,-0.324092209,0.418943852,0.248755708,-0.225995347,1.092372417,0.470290273,-0.210646734,0.875232458,0.554541588,-0.33035773,0.541257262,3,141.7594985,142.0830593,124.6711804,117.7020585,112.6679389,46.09629776,65.43436809,126.8525301,134.2751112,2
video_1,14,0.002071614,-0.002944903,0.38422817,0.124754213,0.014712065,0.397015333,0.073336087,0.071481578,0.271133542,0.267431617,0.392565191,0.301963389,-0.124753781,-0.014712857,0.371843159,-0.041342698,0.048910573,0.259311497,-0.010178129,0.355129123,0.323029935,-0.040369146,-0.179978684,0.529584765,-0.016112264,-0.348022282,0.594343364,-0.095942147,-0.271182299,0.456866056,-0.063488521,-0.270487994,0,-0.287290156,-0.346371263,0.63450247,-0.39771077,-0.301112354,0.371498168,-0.42313543,-0.324583679,0.0499475,0.24634625,-0.364119649,0.665320933,0.402697712,-0.27999711,0.415639818,0.398813516,-0.326415867,0.126865089,3,157.5327839,138.9567249,85.05500646,87.67806724,102.8866857,107.96059,94.51508606,154.2624801,66.74786643,2
video_1,15,0.002032653,-0.002894755,0.381434798,0.125921726,0.020774011,0.393766135,0.050460394,0.075535007,0.278830647,-0.046834957,0.403139532,0.262486637,-0.12592116,-0.020774717,0.369481444,-0.043562647,0.019793853,0.253772914,-0.008594272,0.294298679,0.286752462,-0.038524404,-0.182643622,0.53024888,-0.018393641,-0.349658012,0.585880399,-0.090161406,-0.274018705,0.434981316,-0.061326921,-0.288366288,0,-0.289447933,-0.354101509,0.628659368,-0.389358819,-0.305605471,0.376770258,-0.401823431,-0.326880902,0.064071298,0.245572627,-0.373186052,0.665973604,0.399221033,-0.280952185,0.42285189,0.388015896,-0.316671312,0.13827008,3,156.1563323,137.7499894,84.75847762,86.43014193,104.3587043,104.3473566,122.4382917,153.2729898,69.192399,1
video_1,16,0.001476023,-0.002057611,0.293445647,0.12012101,0.014303136,0.305250704,0.044582829,0.333389789,0.26396361,0.004167965,0.695031583,0.377833486,-0.120120935,-0.014304584,0.281646699,-0.075041085,0.292141974,0.284994572,0.027984526,0.630461872,0.3468225,-0.026073109,-0.252093077,0.377002418,-0.044394262,-0.52776897,0.408782572,-0.055788036,-0.606166244,0.239852786,-0.078841351,-0.728789449,0.235805631,-0.303126156,-0.489519894,0.445684254,-0.335134983,-0.345733464,0.236269847,-0.298919171,-0.315718561,0,0.21468617,-0.513615489,0.492076218,0.311946779,-0.383694112,0.268822104,0.295364916,-0.395670086,0.021124899,3,148.5778349,139.4577651,65.34561348,69.41926219,101.5240786,167.3878437,154.5072411,167.9411366,27.6851255,1
video_1,17,0.001497743,-0.002124677,0.279491335,0.130410209,0.011902886,0.289326429,0.06104473,0.30498293,0.249646515,0.011175534,0.657700062,0.341781318,-0.130410016,-0.011904171,0.269635886,-0.099988341,0.261245489,0.275220901,0.006910455,0.586290777,0.333255887,-0.026446383,-0.257016897,0.356341839,-0.044661187,-0.537659526,0.373905063,-0.05372129,-0.613009393,0.198921502,-0.075348258,-0.74978292,0.190534949,-0.309777081,-0.499701887,0.421290517,-0.343207359,-0.331986815,0.231165171,-0.298476785,-0.307839781,0,0.222119093,-0.523276448,0.462970614,0.321293563,-0.371386856,0.256275535,0.298855305,-0.375485331,0.015172005,3,140.2051601,134.8698672,63.25420096,68.74958149,100.6307554,165.4909081,157.3813419,166.6539991,27.37437154,1
video_1,18,0.001452368,-0.002104624,0.280561477,0.132336929,0.006240937,0.288207561,0.098729871,0.244606584,0.237162292,0.129558504,0.583381534,0.284003556,-0.132336885,-0.006241979,0.272886127,-0.151946425,0.223812401,0.248708218,0.027443329,0.520847678,0.285159767,-0.032104336,-0.263317019,0.35047543,-0.052953154,-0.544497013,0.357890099,-0.069822185,-0.610712886,0.170451283,-0.093840457,-0.753317714,0.1615327,-0.312399626,-0.509787738,0.411254525,-0.358942568,-0.348191679,0.233262584,-0.308420002,-0.332283527,0,0.208707809,-0.525377214,0.438241422,0.316011697,-0.370060682,0.247295856,0.291204721,-0.378509223,0.009397566,3,135.4456259,130.1668145,66.04253973,71.26061036,99.70989233,142.122124,156.2208799,166.2972828,28.82472874,1
video_1,19,0.001511202,-0.002139513,0.302403301,0.137722626,0.001403331,0.309627444,0.115385972,0.205553949,0,0.092938043,0.512654841,0.260930687,-0.137722284,-0.001404045,0.295236558,-0.128778905,0.263678551,0.0721744,0.035040654,0.551715612,0.254314393,-0.027580278,-0.265074909,0.380457073,-0.043623783,-0.54207027,0.379157364,-0.065990657,-0.616444349,0.178663164,-0.074328348,-0.760531485,0.177920192,-0.29761517,-0.50879252,0.440188974,-0.353469938,-0.311163813,0.295668542,-0.297961354,-0.320139468,0.068994254,0.21413745,-0.52863735,0.462203979,0.316969484,-0.351119906,0.302396506,0.271774322,-0.34768033,0.080491036,3,118.3890677,122.2460415,63.21572,68.47994621,96.60712041,106.4871718,83.26180732,163.0328733,29.58536126,1
video_1,20,0.001428282,-0.002126977,0.200916976,0.130270898,0.008170187,0.211806089,0.199031219,0.228387326,0.089062378,0.342024148,0.49323684,0.180755377,-0.13027063,-0.008171136,0.190016776,-0.063174516,0.249055117,0.122623175,0.006445654,0.547322512,0.199192464,-0.051368576,-0.263615072,0.274307787,-0.07760486,-0.540972471,0.276508242,-0.087645166,-0.613726616,0.068861544,-0.091304742,-0.759177327,0.062116563,-0.333627582,-0.502108574,0.340704203,-0.393308878,-0.306040019,0.22817035,-0.337076902,-0.308417916,0.002206028,0.185674638,-0.521759927,0.359564781,0.302403182,-0.34612757,0.234378025,0.249321148,-0.337208718,0,3,113.3801,114.7719091,64.7921463,71.31256837,104.0227206,151.7002816,133.7919468,163.9333844,30.72754451,1
video_1,21,0.001382748,-0.00211255,0.154534549,0.129750252,0.005852594,0.169694707,0.20914115,0.151965529,0.057678163,0.323875546,0.411238194,0.111224502,-0.129749954,-0.005853387,0.139375269,-0.072133586,0.172843903,0.061913714,-0.015109333,0.468403637,0.12738201,-0.061178446,-0.258228004,0.231011242,-0.100153565,-0.534142375,0.229256481,-0.091292761,-0.612027287,0.021107584,-0.099561393,-0.765538275,0.022130042,-0.349929035,-0.492518932,0.294083118,-0.413737684,-0.276137859,0.232012048,-0.358667165,-0.281984508,0.004621655,0.161803409,-0.513702214,0.315754354,0.282577038,-0.32726261,0.241354391,0.226195678,-0.306328028,0,3,99.81565569,104.9683262,65.79128516,70.74331519,104.516991,144.6475007,135.121876,162.5369437,30.37858379,1
video_1,22,0.001356513,-0.002089624,0.139280811,0.128033429,0.003232817,0.162742302,0.194749504,0.095880017,0.061656296,0.305865824,0.34563452,0.066029012,-0.128033161,-0.003233476,0.115837336,-0.077353522,0.122028381,0.021573305,-0.03363461,0.403403759,0.043960333,-0.065835029,-0.256168932,0.213765413,-0.114139065,-0.527943492,0.208456308,-0.100906454,-0.602784991,0.000678718,-0.120762832,-0.760980368,0,-0.362158,-0.485722631,0.272002935,-0.432516545,-0.266429394,0.239234045,-0.373198539,-0.271068662,0.009619206,0.14837946,-0.505599678,0.295699656,0.278902918,-0.316042811,0.247465685,0.218268409,-0.287272424,0.005276144,3,92.42361643,98.97684137,69.15566993,73.01699579,103.3226853,138.694333,136.2408969,162.4402939,30.62098308,0
video_1,23,0.001650622,-0.002459803,0.496218532,0.112042248,-0.001576048,0.499728978,0.103771485,-0.101770975,0.181299716,0.044967059,0.131536752,0,-0.112042367,0.00157576,0.492826313,-0.06291087,-0.011621214,0.44596523,-0.008708044,0.090338916,0.023890853,-0.035896294,-0.264756024,0.478105605,-0.084808752,-0.521036386,0.371355295,-0.062091909,-0.587660253,0.157130748,-0.090904884,-0.757828772,0.172638685,-0.318163663,-0.469101697,0.421700597,-0.428669989,-0.234313473,0.405126929,-0.371548921,-0.195363611,0.158640057,0.155433014,-0.493669629,0.443248808,0.32882753,-0.25003469,0.427684397,0.277870983,-0.177787796,0.173515707,3,95.96530711,99.08388212,80.0559799,75.80696418,98.70611892,134.188819,110.2634789,161.4783968,23.04578407,0
video_1,24,0.001848463,-0.002893074,0.436857015,0.128333822,-0.012607907,0.44337976,0.144766808,0.391719282,0.48305136,0.355464399,0.733166575,0.572613716,-0.128334284,0.012606693,0.430230111,-0.076675504,0.409295559,0.488107145,0.043172926,0.789225042,0.609247804,-0.054326575,-0.30505839,0.381844044,-0.074414209,-0.607412338,0.245748729,-0.054416683,-0.682213247,0.00720197,-0.094277523,-0.84582448,0,-0.332727373,-0.536632478,0.305151641,-0.444141924,-0.31193766,0.316573292,-0.38164559,-0.281342775,0.046204507,0.189583063,-0.572858751,0.335982442,0.350023121,-0.330659688,0.35766089,0.313111275,-0.257855505,0.103823453,3,87.40244472,94.58400389,76.37498287,75.45012785,96.55661615,166.8818244,150.2155984,164.5679398,20.85097443,0
video_1,25,0.001857072,-0.002948893,0.475287467,0.132242963,-0.023330826,0.491585463,0.034885768,0.391196609,0.530826688,0.06595666,0.783955514,0.610929549,-0.132243276,0.023329789,0.458903074,-0.061156306,0.418136239,0.508013248,0.072436601,0.794494212,0.623127818,-0.062796831,-0.298658788,0.400612056,-0.093828127,-0.591975927,0.239308983,-0.050549142,-0.675368249,0,-0.105568334,-0.834786534,0.007091343,-0.336847633,-0.522861123,0.296126932,-0.44318527,-0.286803097,0.343584985,-0.378872842,-0.237742156,0.071181476,0.160659924,-0.548648834,0.326941043,0.336218506,-0.279482871,0.410755664,0.309020191,-0.19624956,0.147660911,3,83.71719944,87.24733154,72.79576634,72.52667082,95.00927473,167.1051234,161.3872043,164.0751592,19.09904927,0
video_1,26,0.001824658,-0.002909563,0.498997003,0.125280529,-0.023519304,0.521183848,0.101169564,0.393657476,0.565978169,0.032523081,0.792470932,0.659189641,-0.125280827,0.02351824,0.476697266,-0.07359276,0.392069817,0.541460156,0.077241972,0.77264756,0.665033221,-0.057415523,-0.289622366,0.41302985,-0.088697001,-0.581600666,0.246987849,-0.055464733,-0.671910465,0,-0.10418237,-0.828404129,0.033980548,-0.316541672,-0.510353565,0.302802294,-0.439544857,-0.274869025,0.380055398,-0.378459841,-0.225703716,0.107879072,0.151461765,-0.533923507,0.327745765,0.333408505,-0.273417085,0.437844425,0.304367155,-0.199198693,0.175355434,3,77.499637,80.73702767,73.19500047,71.74692104,94.89817692,165.0426224,170.6474539,165.9212665,18.4098353,0
video_1,27,0.001815138,-0.002916383,0.477275342,0.118974686,-0.021802917,0.495820403,0.031383783,0.39008221,0.579583943,0.05504512,0.777198672,0.681030512,-0.118975066,0.021801746,0.458650351,-0.070979893,0.378847361,0.552303553,0.093165763,0.757015884,0.674960673,-0.040829998,-0.294590116,0.396030426,-0.061989143,-0.591536283,0.237111181,-0.027045924,-0.704570711,0,-0.079398386,-0.847978711,0.060781419,-0.294751287,-0.523951769,0.286590785,-0.399418116,-0.287343472,0.387402177,-0.33735165,-0.227007121,0.116386056,0.180376813,-0.53618747,0.323150128,0.34999904,-0.281224877,0.454004496,0.316626608,-0.193822235,0.18850711,3,75.6781911,78.8563989,67.15728277,72.49545963,91.55132688,164.6466899,164.5164882,166.7203683,16.6098979,0
video_1,28,0.00179003,-0.00285812,0.476201624,0.120253943,-0.018463604,0.491347611,0.044230852,0.351531386,0.599233389,0.059027452,0.74909848,0.700514793,-0.120254375,0.018462373,0.460978776,-0.09157338,0.34826529,0.568112969,-0.053703599,0.742437005,0.688605905,-0.036537834,-0.288754106,0.386788428,-0.063730367,-0.582606316,0.228516251,-0.034495696,-0.700454414,0,-0.078421466,-0.841528952,0.08298254,-0.28574878,-0.514043331,0.271966666,-0.404501498,-0.284374863,0.403745949,-0.340251297,-0.222121477,0.132452279,0.170193374,-0.526019037,0.313670486,0.337860554,-0.272210091,0.443981826,0.307595998,-0.18862474,0.180597305,3,69.46225966,78.60072783,68.78768379,70.84235774,92.25815034,178.8770951,166.6323359,168.8058795,15.66438195,0
video_1,29,0.001858842,-0.002958138,0.477585286,0.128074452,-0.020721484,0.493062913,0.037565559,0.328481048,0.608351231,0.05286086,0.710674107,0.705266476,-0.128074884,0.020720271,0.462051064,-0.083924681,0.318303406,0.583441734,-0.033972621,0.703963578,0.699465215,-0.032799464,-0.292481661,0.382740021,-0.054243483,-0.590024233,0.216433674,-0.029599413,-0.718482912,0,-0.073544465,-0.860522211,0.092675686,-0.28257668,-0.523037791,0.275036842,-0.382158369,-0.287949175,0.415850192,-0.320534736,-0.214032456,0.148305058,0.186849341,-0.528999209,0.297850698,0.334005803,-0.263770819,0.464178264,0.308630586,-0.170196444,0.197829723,3,71.40605526,76.30346345,64.66125066,67.31449592,91.01804307,174.5459621,163.4588825,168.607521,13.3180025,0
video_1,30,0.001904389,-0.002993113,0.470421076,0.127143651,-0.02247097,0.480864555,0.033929083,0.328646839,0.603667438,0.049842414,0.709577262,0.709209621,-0.127144128,0.022469668,0.459943712,-0.078232765,0.31514132,0.598525405,-0.028268747,0.691938758,0.705934644,-0.034585178,-0.295374513,0.381890357,-0.058201127,-0.595374584,0.218741566,-0.040568605,-0.726057708,0,-0.083103023,-0.869348884,0.093617976,-0.291904986,-0.52776742,0.283905715,-0.381248713,-0.290224046,0.424449384,-0.322680146,-0.2166024,0.155307949,0.188352942,-0.537375093,0.302286655,0.324232936,-0.272850931,0.468528599,0.298965722,-0.174749166,0.203174859,3,71.99193482,77.10465846,63.90062873,65.97576421,89.70644077,170.5702238,163.2006301,168.0151096,13.43973344,0
video_1,31,0.002191012,-0.003085971,0.459178954,0.113758959,-0.015522693,0.469225109,0.071203649,0.25194782,0.551861703,0.076518811,0.632292211,0.646566212,-0.113758318,0.01552069,0.449401498,-0.045665774,0.174010426,0.575597405,0.01238569,0.534701586,0.65255028,-0.037525881,-0.298362046,0.362272024,-0.044240229,-0.577793956,0.207454413,-0.250221819,-0.63235873,0,-0.105427086,-0.831252098,0.065771878,-0.249890432,-0.513006568,0.265397161,-0.351671845,-0.293214917,0.426588178,-0.285361797,-0.196013749,0.16636306,0.189642608,-0.524560094,0.275417417,0.337878793,-0.291313916,0.450613856,0.321396977,-0.202862129,0.172066987,3,70.7964159,71.36095378,63.49233563,71.60178812,92.81212535,152.5771959,170.0587188,167.6205687,28.40207963,0
video_1,32,0.002052036,-0.002989148,0.327813953,0.153389052,-0.003076707,0.34396562,0.09209273,0.203478858,0.321548671,0.117335223,0.539704323,0.379951149,-0.153388232,0.003075348,0.311856478,-0.041190166,0.054361239,0.322131872,-0.020551234,0.35495609,0.404882938,-0.038004398,-0.278557688,0.249695882,-0.019767731,-0.534368515,0.113580644,-0.298986495,-0.492659479,0.137185186,-0.034462687,-0.653927922,0.020956665,-0.257551581,-0.49511829,0.145614445,-0.411739111,-0.315622896,0.274759829,-0.330626279,-0.203827813,0,0.226318732,-0.49497509,0.169177711,0.430500656,-0.255971849,0.308057964,0.426932603,-0.18880558,0.012688667,3,70.31583215,75.70974621,77.85323285,85.75089511,99.54574541,118.7123609,153.9445127,163.2201171,50.77914152,0
